Kp:;2,000;Ki:;0,100;Kd:;0,000
50,0;51,5;-1,5;49,863;-3,000;52,863;0,000
50,0;51,5;-1,5;49,814;-3,000;52,814;0,000
50,0;51,5;-1,5;49,764;-3,000;52,764;0,000
50,0;51,5;-1,5;49,714;-3,000;52,714;0,000
50,0;51,5;-1,5;49,664;-3,000;52,664;0,000
50,0;51,5;-1,5;49,614;-3,000;52,614;0,000
50,0;51,5;-1,5;49,564;-3,000;52,564;0,000
50,0;51,5;-1,5;49,514;-3,000;52,514;0,000
50,0;51,5;-1,5;49,464;-3,000;52,464;0,000
50,0;51,5;-1,5;49,414;-3,000;52,414;0,000
50,0;51,5;-1,5;49,364;-3,000;52,364;0,000
50,0;51,5;-1,5;49,314;-3,000;52,314;0,000
50,0;51,5;-1,5;49,264;-3,000;52,264;0,000
50,0;51,5;-1,5;49,214;-3,000;52,214;0,000
50,0;51,5;-1,5;49,164;-3,000;52,164;0,000
50,0;51,0;-1,0;50,131;-2,000;52,131;0,000
50,0;51,5;-1,5;49,081;-3,000;52,081;-0,000
50,0;51,5;-1,5;49,031;-3,000;52,031;0,000
50,0;51,5;-1,5;48,981;-3,000;51,981;0,000
50,0;51,0;-1,0;49,948;-2,000;51,948;0,000
50,0;51,5;-1,5;48,898;-3,000;51,898;-0,000
50,0;51,0;-1,0;49,864;-2,000;51,864;0,000
50,0;51,5;-1,5;48,815;-3,000;51,815;-0,000
50,0;51,0;-1,0;49,781;-2,000;51,781;0,000
50,0;51,0;-1,0;49,748;-2,000;51,748;0,000
50,0;51,0;-1,0;49,715;-2,000;51,715;0,000
50,0;51,0;-1,0;49,681;-2,000;51,681;0,000
50,0;51,0;-1,0;49,648;-2,000;51,648;0,000
50,0;51,0;-1,0;49,615;-2,000;51,615;0,000
50,0;51,0;-1,0;49,581;-2,000;51,581;0,000
50,0;51,0;-1,0;49,548;-2,000;51,548;0,000
50,0;51,0;-1,0;49,515;-2,000;51,515;0,000
50,0;51,0;-1,0;49,482;-2,000;51,482;0,000
50,0;51,0;-1,0;49,448;-2,000;51,448;0,000
50,0;51,0;-1,0;49,415;-2,000;51,415;0,000
50,0;51,0;-1,0;49,382;-2,000;51,382;0,000
50,0;51,0;-1,0;49,348;-2,000;51,348;0,000
50,0;51,0;-1,0;49,315;-2,000;51,315;0,000
50,0;51,0;-1,0;49,282;-2,000;51,282;0,000
50,0;51,0;-1,0;49,248;-2,000;51,248;0,000
50,0;51,0;-1,0;49,215;-2,000;51,215;0,000
50,0;51,0;-1,0;49,182;-2,000;51,182;0,000
50,0;51,0;-1,0;49,148;-2,000;51,148;0,000
50,0;51,0;-1,0;49,115;-2,000;51,115;0,000
50,0;51,0;-1,0;49,082;-2,000;51,082;0,000
50,0;51,0;-1,0;49,049;-2,000;51,049;0,000
50,0;51,0;-1,0;49,015;-2,000;51,015;0,000
50,0;51,0;-1,0;48,982;-2,000;50,982;0,000
50,0;51,0;-1,0;48,949;-2,000;50,949;0,000
50,0;51,0;-1,0;48,915;-2,000;50,915;0,000
50,0;51,0;-1,0;48,882;-2,000;50,882;0,000
50,0;51,0;-1,0;48,849;-2,000;50,849;0,000
50,0;51,0;-1,0;48,815;-2,000;50,815;0,000
50,0;51,0;-1,0;48,782;-2,000;50,782;0,000
50,0;51,0;-1,0;48,749;-2,000;50,749;0,000
50,0;51,0;-1,0;48,716;-2,000;50,716;0,000
50,0;51,0;-1,0;48,682;-2,000;50,682;0,000
50,0;51,0;-1,0;48,649;-2,000;50,649;0,000
50,0;51,0;-1,0;48,616;-2,000;50,616;0,000
50,0;51,0;-1,0;48,582;-2,000;50,582;0,000
50,0;51,0;-1,0;48,549;-2,000;50,549;0,000
50,0;51,0;-1,0;48,516;-2,000;50,516;0,000
50,0;51,0;-1,0;48,482;-2,000;50,482;0,000
50,0;51,0;-1,0;48,449;-2,000;50,449;0,000
50,0;51,0;-1,0;48,416;-2,000;50,416;0,000
50,0;51,0;-1,0;48,383;-2,000;50,383;0,000
50,0;51,0;-1,0;48,349;-2,000;50,349;0,000
50,0;51,0;-1,0;48,316;-2,000;50,316;0,000
50,0;51,0;-1,0;48,283;-2,000;50,283;0,000
50,0;51,0;-1,0;48,249;-2,000;50,249;0,000
50,0;51,0;-1,0;48,216;-2,000;50,216;0,000
50,0;51,0;-1,0;48,183;-2,000;50,183;0,000
50,0;51,0;-1,0;48,149;-2,000;50,149;0,000
50,0;51,0;-1,0;48,116;-2,000;50,116;0,000
50,0;51,0;-1,0;48,083;-2,000;50,083;0,000
50,0;51,0;-1,0;48,050;-2,000;50,050;0,000
50,0;51,0;-1,0;48,016;-2,000;50,016;0,000
50,0;51,0;-1,0;47,983;-2,000;49,983;0,000
50,0;51,0;-1,0;47,950;-2,000;49,950;0,000
50,0;51,0;-1,0;47,916;-2,000;49,916;0,000
50,0;51,0;-1,0;47,883;-2,000;49,883;0,000
50,0;51,0;-1,0;47,850;-2,000;49,850;0,000
50,0;51,0;-1,0;47,816;-2,000;49,816;0,000
50,0;51,0;-1,0;47,783;-2,000;49,783;0,000
50,0;51,0;-1,0;47,750;-2,000;49,750;0,000
50,0;51,0;-1,0;47,717;-2,000;49,717;0,000
50,0;51,0;-1,0;47,683;-2,000;49,683;0,000
50,0;51,0;-1,0;47,650;-2,000;49,650;0,000
50,0;51,0;-1,0;47,617;-2,000;49,617;0,000
50,0;51,0;-1,0;47,583;-2,000;49,583;0,000
50,0;51,0;-1,0;47,550;-2,000;49,550;0,000
50,0;51,0;-1,0;47,517;-2,000;49,517;0,000
50,0;51,0;-1,0;47,483;-2,000;49,483;0,000
50,0;51,0;-1,0;47,450;-2,000;49,450;0,000
50,0;51,0;-1,0;47,417;-2,000;49,417;0,000
50,0;51,0;-1,0;47,384;-2,000;49,384;0,000
50,0;51,0;-1,0;47,350;-2,000;49,350;0,000
50,0;51,0;-1,0;47,317;-2,000;49,317;0,000
50,0;51,0;-1,0;47,284;-2,000;49,284;0,000
50,0;51,0;-1,0;47,250;-2,000;49,250;0,000
50,0;51,0;-1,0;47,217;-2,000;49,217;0,000
50,0;51,0;-1,0;47,184;-2,000;49,184;0,000
50,0;51,0;-1,0;47,150;-2,000;49,150;0,000
50,0;51,0;-1,0;47,117;-2,000;49,117;0,000
50,0;51,0;-1,0;47,084;-2,000;49,084;0,000
50,0;51,0;-1,0;47,051;-2,000;49,051;0,000
50,0;51,0;-1,0;47,017;-2,000;49,017;0,000
50,0;51,0;-1,0;46,984;-2,000;48,984;0,000
50,0;51,0;-1,0;46,951;-2,000;48,951;0,000
50,0;51,0;-1,0;46,917;-2,000;48,917;0,000
50,0;51,0;-1,0;46,884;-2,000;48,884;0,000
50,0;51,0;-1,0;46,851;-2,000;48,851;0,000
50,0;51,0;-1,0;46,817;-2,000;48,817;0,000
50,0;51,0;-1,0;46,784;-2,000;48,784;0,000
50,0;51,0;-1,0;46,751;-2,000;48,751;0,000
50,0;51,0;-1,0;46,718;-2,000;48,718;0,000
50,0;51,0;-1,0;46,684;-2,000;48,684;0,000
50,0;51,0;-1,0;46,651;-2,000;48,651;0,000
50,0;51,0;-1,0;46,618;-2,000;48,618;0,000
50,0;50,5;-0,5;47,601;-1,000;48,601;0,000
50,0;51,0;-1,0;46,568;-2,000;48,568;-0,000
50,0;51,0;-1,0;46,534;-2,000;48,534;0,000
50,0;51,0;-1,0;46,501;-2,000;48,501;0,000
50,0;50,5;-0,5;47,484;-1,000;48,484;0,000
50,0;50,5;-0,5;47,468;-1,000;48,468;0,000
50,0;50,5;-0,5;47,451;-1,000;48,451;0,000
50,0;51,0;-1,0;46,418;-2,000;48,418;-0,000
50,0;51,0;-1,0;46,385;-2,000;48,385;0,000
50,0;50,5;-0,5;47,368;-1,000;48,368;0,000
50,0;50,5;-0,5;47,351;-1,000;48,351;0,000
50,0;50,5;-0,5;47,335;-1,000;48,335;0,000
50,0;50,5;-0,5;47,318;-1,000;48,318;0,000
50,0;50,5;-0,5;47,301;-1,000;48,301;0,000
50,0;50,5;-0,5;47,285;-1,000;48,285;0,000
50,0;50,5;-0,5;47,268;-1,000;48,268;0,000
50,0;50,5;-0,5;47,251;-1,000;48,251;0,000
50,0;50,5;-0,5;47,235;-1,000;48,235;0,000
50,0;50,5;-0,5;47,218;-1,000;48,218;0,000
50,0;50,5;-0,5;47,201;-1,000;48,201;0,000
50,0;50,5;-0,5;47,185;-1,000;48,185;0,000
50,0;50,5;-0,5;47,168;-1,000;48,168;0,000
50,0;50,5;-0,5;47,151;-1,000;48,151;0,000
50,0;50,5;-0,5;47,135;-1,000;48,135;0,000
50,0;50,5;-0,5;47,118;-1,000;48,118;0,000
50,0;50,5;-0,5;47,101;-1,000;48,101;0,000
50,0;50,5;-0,5;47,085;-1,000;48,085;0,000
50,0;50,5;-0,5;47,068;-1,000;48,068;0,000
50,0;50,5;-0,5;47,052;-1,000;48,052;0,000
50,0;50,5;-0,5;47,035;-1,000;48,035;0,000
50,0;50,5;-0,5;47,018;-1,000;48,018;0,000
50,0;50,5;-0,5;47,002;-1,000;48,002;0,000
50,0;50,5;-0,5;46,985;-1,000;47,985;0,000
50,0;50,5;-0,5;46,968;-1,000;47,968;0,000
50,0;50,5;-0,5;46,952;-1,000;47,952;0,000
50,0;50,5;-0,5;46,935;-1,000;47,935;0,000
50,0;50,5;-0,5;46,918;-1,000;47,918;0,000
50,0;50,5;-0,5;46,902;-1,000;47,902;0,000
50,0;50,5;-0,5;46,885;-1,000;47,885;0,000
50,0;50,5;-0,5;46,868;-1,000;47,868;0,000
50,0;50,5;-0,5;46,852;-1,000;47,852;0,000
50,0;50,5;-0,5;46,835;-1,000;47,835;0,000
50,0;50,5;-0,5;46,818;-1,000;47,818;0,000
50,0;50,5;-0,5;46,802;-1,000;47,802;0,000
50,0;50,5;-0,5;46,785;-1,000;47,785;0,000
50,0;50,5;-0,5;46,768;-1,000;47,768;0,000
50,0;50,5;-0,5;46,752;-1,000;47,752;0,000
50,0;50,5;-0,5;46,735;-1,000;47,735;0,000
50,0;50,5;-0,5;46,719;-1,000;47,719;0,000
50,0;50,5;-0,5;46,702;-1,000;47,702;0,000
50,0;50,5;-0,5;46,685;-1,000;47,685;0,000
50,0;50,5;-0,5;46,669;-1,000;47,669;0,000
50,0;50,5;-0,5;46,652;-1,000;47,652;0,000
50,0;50,5;-0,5;46,635;-1,000;47,635;0,000
50,0;50,5;-0,5;46,619;-1,000;47,619;0,000
50,0;50,5;-0,5;46,602;-1,000;47,602;0,000
50,0;50,5;-0,5;46,585;-1,000;47,585;0,000
50,0;50,5;-0,5;46,569;-1,000;47,569;0,000
50,0;50,5;-0,5;46,552;-1,000;47,552;0,000
50,0;50,5;-0,5;46,535;-1,000;47,535;0,000
50,0;50,5;-0,5;46,519;-1,000;47,519;0,000
50,0;50,5;-0,5;46,502;-1,000;47,502;0,000
50,0;50,5;-0,5;46,485;-1,000;47,485;0,000
50,0;50,5;-0,5;46,469;-1,000;47,469;0,000
50,0;50,5;-0,5;46,452;-1,000;47,452;0,000
50,0;50,5;-0,5;46,435;-1,000;47,435;0,000
50,0;50,5;-0,5;46,419;-1,000;47,419;0,000
50,0;50,5;-0,5;46,402;-1,000;47,402;0,000
50,0;50,5;-0,5;46,386;-1,000;47,386;0,000
50,0;50,5;-0,5;46,369;-1,000;47,369;0,000
50,0;50,5;-0,5;46,352;-1,000;47,352;0,000
50,0;50,5;-0,5;46,336;-1,000;47,336;0,000
50,0;50,5;-0,5;46,319;-1,000;47,319;0,000
50,0;50,5;-0,5;46,302;-1,000;47,302;0,000
50,0;50,5;-0,5;46,286;-1,000;47,286;0,000
50,0;50,5;-0,5;46,269;-1,000;47,269;0,000
50,0;50,5;-0,5;46,252;-1,000;47,252;0,000
50,0;50,5;-0,5;46,236;-1,000;47,236;0,000
50,0;50,5;-0,5;46,219;-1,000;47,219;0,000
50,0;50,5;-0,5;46,202;-1,000;47,202;0,000
50,0;50,5;-0,5;46,186;-1,000;47,186;0,000
50,0;50,5;-0,5;46,169;-1,000;47,169;0,000
50,0;50,5;-0,5;46,152;-1,000;47,152;0,000
50,0;50,5;-0,5;46,136;-1,000;47,136;0,000
50,0;50,5;-0,5;46,119;-1,000;47,119;0,000
50,0;50,5;-0,5;46,102;-1,000;47,102;0,000
50,0;50,5;-0,5;46,086;-1,000;47,086;0,000
50,0;50,5;-0,5;46,069;-1,000;47,069;0,000
50,0;50,5;-0,5;46,052;-1,000;47,052;0,000
50,0;50,5;-0,5;46,036;-1,000;47,036;0,000
50,0;50,5;-0,5;46,019;-1,000;47,019;0,000
50,0;50,5;-0,5;46,003;-1,000;47,003;0,000
50,0;50,5;-0,5;45,986;-1,000;46,986;0,000
50,0;50,5;-0,5;45,969;-1,000;46,969;0,000
50,0;50,5;-0,5;45,953;-1,000;46,953;0,000
50,0;50,5;-0,5;45,936;-1,000;46,936;0,000
50,0;50,5;-0,5;45,919;-1,000;46,919;0,000
50,0;50,5;-0,5;45,903;-1,000;46,903;0,000
50,0;50,5;-0,5;45,886;-1,000;46,886;0,000
50,0;50,5;-0,5;45,869;-1,000;46,869;0,000
50,0;50,5;-0,5;45,853;-1,000;46,853;0,000
50,0;50,5;-0,5;45,836;-1,000;46,836;0,000
50,0;50,5;-0,5;45,819;-1,000;46,819;0,000
50,0;50,5;-0,5;45,803;-1,000;46,803;0,000
50,0;50,5;-0,5;45,786;-1,000;46,786;0,000
50,0;50,5;-0,5;45,769;-1,000;46,769;0,000
50,0;50,5;-0,5;45,753;-1,000;46,753;0,000
50,0;50,5;-0,5;45,736;-1,000;46,736;0,000
50,0;50,5;-0,5;45,719;-1,000;46,719;0,000
50,0;50,5;-0,5;45,703;-1,000;46,703;0,000
50,0;50,5;-0,5;45,686;-1,000;46,686;0,000
50,0;50,5;-0,5;45,670;-1,000;46,670;0,000
50,0;50,5;-0,5;45,653;-1,000;46,653;0,000
50,0;50,5;-0,5;45,636;-1,000;46,636;0,000
50,0;50,5;-0,5;45,620;-1,000;46,620;0,000
50,0;50,5;-0,5;45,603;-1,000;46,603;0,000
50,0;50,5;-0,5;45,586;-1,000;46,586;0,000
50,0;50,5;-0,5;45,570;-1,000;46,570;0,000
50,0;50,5;-0,5;45,553;-1,000;46,553;0,000
50,0;50,5;-0,5;45,536;-1,000;46,536;0,000
50,0;50,5;-0,5;45,520;-1,000;46,520;0,000
50,0;50,5;-0,5;45,503;-1,000;46,503;0,000
50,0;50,5;-0,5;45,486;-1,000;46,486;0,000
50,0;50,5;-0,5;45,470;-1,000;46,470;0,000
50,0;50,5;-0,5;45,453;-1,000;46,453;0,000
50,0;50,5;-0,5;45,436;-1,000;46,436;0,000
50,0;50,5;-0,5;45,420;-1,000;46,420;0,000
50,0;50,5;-0,5;45,403;-1,000;46,403;0,000
50,0;50,5;-0,5;45,386;-1,000;46,386;0,000
50,0;50,5;-0,5;45,370;-1,000;46,370;0,000
50,0;50,5;-0,5;45,353;-1,000;46,353;0,000
50,0;50,5;-0,5;45,337;-1,000;46,337;0,000
50,0;50,5;-0,5;45,320;-1,000;46,320;0,000
50,0;50,5;-0,5;45,303;-1,000;46,303;0,000
50,0;50,5;-0,5;45,287;-1,000;46,287;0,000
50,0;50,5;-0,5;45,270;-1,000;46,270;0,000
50,0;50,5;-0,5;45,253;-1,000;46,253;0,000
50,0;50,5;-0,5;45,237;-1,000;46,237;0,000
50,0;50,5;-0,5;45,220;-1,000;46,220;0,000
50,0;50,5;-0,5;45,203;-1,000;46,203;0,000
50,0;50,5;-0,5;45,187;-1,000;46,187;0,000
50,0;50,5;-0,5;45,170;-1,000;46,170;0,000
50,0;50,5;-0,5;45,153;-1,000;46,153;0,000
50,0;50,5;-0,5;45,137;-1,000;46,137;0,000
50,0;50,5;-0,5;45,120;-1,000;46,120;0,000
50,0;50,5;-0,5;45,103;-1,000;46,103;0,000
50,0;50,5;-0,5;45,087;-1,000;46,087;0,000
50,0;50,5;-0,5;45,070;-1,000;46,070;0,000
50,0;50,5;-0,5;45,053;-1,000;46,053;0,000
50,0;50,5;-0,5;45,037;-1,000;46,037;0,000
50,0;50,5;-0,5;45,020;-1,000;46,020;0,000
50,0;50,5;-0,5;45,004;-1,000;46,004;0,000
50,0;50,5;-0,5;44,987;-1,000;45,987;0,000
50,0;50,5;-0,5;44,970;-1,000;45,970;0,000
50,0;50,5;-0,5;44,954;-1,000;45,954;0,000
50,0;50,5;-0,5;44,937;-1,000;45,937;0,000
50,0;50,5;-0,5;44,920;-1,000;45,920;0,000
50,0;50,5;-0,5;44,904;-1,000;45,904;0,000
50,0;50,5;-0,5;44,887;-1,000;45,887;0,000
50,0;50,5;-0,5;44,870;-1,000;45,870;0,000
50,0;50,5;-0,5;44,854;-1,000;45,854;0,000
50,0;50,5;-0,5;44,837;-1,000;45,837;0,000
50,0;50,5;-0,5;44,820;-1,000;45,820;0,000
50,0;50,5;-0,5;44,804;-1,000;45,804;0,000
50,0;50,5;-0,5;44,787;-1,000;45,787;0,000
50,0;50,5;-0,5;44,770;-1,000;45,770;0,000
50,0;50,5;-0,5;44,754;-1,000;45,754;0,000
50,0;50,5;-0,5;44,737;-1,000;45,737;0,000
50,0;50,5;-0,5;44,720;-1,000;45,720;0,000
50,0;50,5;-0,5;44,704;-1,000;45,704;0,000
50,0;50,5;-0,5;44,687;-1,000;45,687;0,000
50,0;50,5;-0,5;44,671;-1,000;45,671;0,000
50,0;50,5;-0,5;44,654;-1,000;45,654;0,000
50,0;50,5;-0,5;44,637;-1,000;45,637;0,000
50,0;50,5;-0,5;44,621;-1,000;45,621;0,000
50,0;50,5;-0,5;44,604;-1,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,0;0,0;45,604;0,000;45,604;0,000
50,0;50,5;-0,5;44,587;-1,000;45,587;-0,000
50,0;50,5;-0,5;44,571;-1,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,0;0,0;45,571;0,000;45,571;0,000
50,0;50,5;-0,5;44,554;-1,000;45,554;-0,000
50,0;50,5;-0,5;44,537;-1,000;45,537;0,000
50,0;50,5;-0,5;44,521;-1,000;45,521;0,000
50,0;50,0;0,0;45,521;0,000;45,521;0,000
50,0;50,0;0,0;45,521;0,000;45,521;0,000
50,0;50,0;0,0;45,521;0,000;45,521;0,000
50,0;50,5;-0,5;44,504;-1,000;45,504;-0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,5;-0,5;44,487;-1,000;45,487;-0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,5;-0,5;44,471;-1,000;45,471;-0,000
50,0;50,0;0,0;45,471;0,000;45,471;0,000
50,0;50,0;0,0;45,471;0,000;45,471;0,000
50,0;50,0;0,0;45,471;0,000;45,471;0,000
50,0;50,5;-0,5;44,454;-1,000;45,454;-0,000
50,0;50,0;0,0;45,454;0,000;45,454;0,000
50,0;50,0;0,0;45,454;0,000;45,454;0,000
50,0;50,0;0,0;45,454;0,000;45,454;0,000
50,0;50,0;0,0;45,454;0,000;45,454;0,000
50,0;50,0;0,0;45,454;0,000;45,454;0,000
50,0;50,0;0,0;45,454;0,000;45,454;0,000
